Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
Eneko Bóveda,es ESP,DF,La Coruña,28,1988,7.4,212,284,74.6,4237,1316,71,90,78.9,98,121,81.0,36,54,66.7,0,0.0,0.0,0.0,0,9,1,0,14,24,61.5,13,10,1,8,13,5,18,7,11,16,40,36,2,Matches,293,225,68,6,0,0,19,62,0,0,0,0,203,0,7,1,0,0,11,1,1,19,14,11,0,0,0,26,8,7,53.3
Eneko Bóveda,es ESP,DF,La Coruña,28,1988,7.4,212,284,74.6,4237,1316,71,90,78.9,98,121,81.0,36,54,66.7,0,0.0,0.0,0.0,0,9,1,0,14,12,45.5,7,4,1,5,11,6,3,0,3,14,26,14,0,Matches,284,255,29,6,0,3,3,23,0,0,0,0,212,0,10,2,0,0,10,3,0,3,16,16,0,0,1,30,17,18,48.6
Eneko Bóveda,es ESP,DF,La Coruña,28,1988,7.4,212,284,74.6,4237,1316,71,90,78.9,98,121,81.0,36,54,66.7,0,0.0,0.0,0.0,0,9,1,0,14,12,45.5,7,4,1,5,11,6,3,0,3,14,26,14,0,Matches,284,255,29,6,0,3,3,23,0,0,0,0,212,0,10,1,0,0,11,1,1,19,14,11,0,0,0,26,8,7,53.3
Eneko Bóveda,es ESP,DF,La Coruña,28,1988,7.4,212,284,74.6,4237,1316,71,90,78.9,98,121,81.0,36,54,66.7,0,0.0,0.0,0.0,0,9,1,0,14,12,45.5,7,4,1,5,11,6,3,0,3,14,26,14,0,Matches,293,225,68,6,0,0,19,62,0,0,0,0,203,0,7,2,0,0,10,3,0,3,16,16,0,0,1,30,17,18,48.6
Eneko Bóveda,es ESP,DF,La Coruña,28,1988,7.4,212,284,74.6,4237,1316,71,90,78.9,98,121,81.0,36,54,66.7,0,0.0,0.0,0.0,0,9,1,0,14,12,45.5,7,4,1,5,11,6,3,0,3,14,26,14,0,Matches,293,225,68,6,0,0,19,62,0,0,0,0,203,0,7,1,0,0,11,1,1,19,14,11,0,0,0,26,8,7,53.3
Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,5.8,203,293,69.3,3153,1225,121,142,85.2,63,101,62.4,15,39,38.5,1,0.2,0.2,+0.8,4,14,4,3,18,24,61.5,13,10,1,8,13,5,18,7,11,16,40,36,2,Matches,284,255,29,6,0,3,3,23,0,0,0,0,212,0,10,2,0,0,10,3,0,3,16,16,0,0,1,30,17,18,48.6
Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,5.8,203,293,69.3,3153,1225,121,142,85.2,63,101,62.4,15,39,38.5,1,0.2,0.2,+0.8,4,14,4,3,18,24,61.5,13,10,1,8,13,5,18,7,11,16,40,36,2,Matches,284,255,29,6,0,3,3,23,0,0,0,0,212,0,10,1,0,0,11,1,1,19,14,11,0,0,0,26,8,7,53.3
Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,5.8,203,293,69.3,3153,1225,121,142,85.2,63,101,62.4,15,39,38.5,1,0.2,0.2,+0.8,4,14,4,3,18,24,61.5,13,10,1,8,13,5,18,7,11,16,40,36,2,Matches,293,225,68,6,0,0,19,62,0,0,0,0,203,0,7,2,0,0,10,3,0,3,16,16,0,0,1,30,17,18,48.6
Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,5.8,203,293,69.3,3153,1225,121,142,85.2,63,101,62.4,15,39,38.5,1,0.2,0.2,+0.8,4,14,4,3,18,24,61.5,13,10,1,8,13,5,18,7,11,16,40,36,2,Matches,293,225,68,6,0,0,19,62,0,0,0,0,203,0,7,1,0,0,11,1,1,19,14,11,0,0,0,26,8,7,53.3
Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,5.8,203,293,69.3,3153,1225,121,142,85.2,63,101,62.4,15,39,38.5,1,0.2,0.2,+0.8,4,14,4,3,18,12,45.5,7,4,1,5,11,6,3,0,3,14,26,14,0,Matches,284,255,29,6,0,3,3,23,0,0,0,0,212,0,10,2,0,0,10,3,0,3,16,16,0,0,1,30,17,18,48.6
Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,5.8,203,293,69.3,3153,1225,121,142,85.2,63,101,62.4,15,39,38.5,1,0.2,0.2,+0.8,4,14,4,3,18,12,45.5,7,4,1,5,11,6,3,0,3,14,26,14,0,Matches,284,255,29,6,0,3,3,23,0,0,0,0,212,0,10,1,0,0,11,1,1,19,14,11,0,0,0,26,8,7,53.3
Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,5.8,203,293,69.3,3153,1225,121,142,85.2,63,101,62.4,15,39,38.5,1,0.2,0.2,+0.8,4,14,4,3,18,12,45.5,7,4,1,5,11,6,3,0,3,14,26,14,0,Matches,293,225,68,6,0,0,19,62,0,0,0,0,203,0,7,2,0,0,10,3,0,3,16,16,0,0,1,30,17,18,48.6
Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,5.8,203,293,69.3,3153,1225,121,142,85.2,63,101,62.4,15,39,38.5,1,0.2,0.2,+0.8,4,14,4,3,18,12,45.5,7,4,1,5,11,6,3,0,3,14,26,14,0,Matches,293,225,68,6,0,0,19,62,0,0,0,0,203,0,7,1,0,0,11,1,1,19,14,11,0,0,0,26,8,7,53.3
Lucas Boyé,ar ARG,"FW,MF",Celta Vigo,21,1996,3.1,79,128,61.7,961,269,60,76,78.9,14,31,45.2,2,6,33.3,0,0.2,0.3,-0.2,2,2,3,1,10,12,30.0,3,7,2,3,10,7,5,0,5,6,18,4,0,Matches,128,125,2,0,0,0,10,1,0,0,0,0,79,1,7,2,0,0,11,1,0,10,6,8,0,0,0,26,1,8,11.1
Darko Brašanac,rs SRB,"MF,FW",Leganés,25,1992,13.4,331,419,79.0,4891,1437,201,225,89.3,98,126,77.8,21,38,55.3,0,1.0,0.5,-1.0,17,28,4,1,34,32,39.4,11,17,4,13,33,20,14,3,11,14,46,12,0,Matches,419,402,13,9,1,3,10,2,2,0,2,0,331,4,11,3,0,0,19,20,3,10,14,17,0,0,0,87,19,20,48.7
Alberto Bueno,es ESP,"MF,FW",Málaga,29,1988,2.5,78,98,79.6,1368,299,38,43,88.4,30,37,81.1,8,13,61.5,0,0.5,0.2,-0.5,4,9,2,1,5,3,18.2,2,1,0,2,11,9,2,0,2,1,4,2,0,Matches,98,94,3,1,0,3,3,1,0,0,0,0,78,1,2,0,0,0,3,7,1,3,1,2,0,0,0,26,2,14,12.5
Burgui,es ESP,"MF,FW",Alavés,23,1993,11.5,271,365,74.2,4218,1500,149,183,81.4,91,122,74.6,22,34,64.7,0,1.6,1.3,-1.6,18,32,15,1,46,10,33.3,2,4,4,2,6,4,5,0,5,7,17,1,0,Matches,365,341,23,5,4,0,14,14,2,1,1,0,271,1,13,1,0,0,12,19,6,14,7,5,1,0,0,55,2,8,20.0
Sergio Busquets,es ESP,MF,Barcelona,29,1988,28.8,2031,2249,90.3,35903,11780,848,929,91.3,869,933,93.1,230,266,86.5,4,2.0,1.9,+2.0,24,209,10,0,203,88,49.4,27,46,15,39,79,40,37,10,27,51,139,15,1,Matches,2249,2152,91,89,5,27,0,2,0,0,0,0,2031,6,17,8,0,0,36,58,0,0,51,48,1,0,0,211,51,27,65.4
Unai Bustinza,es ESP,DF,Leganés,25,1992,18.2,540,691,78.1,10452,4246,234,257,91.1,218,268,81.3,81,140,57.9,0,0.2,0.4,-0.2,4,31,4,2,37,36,55.3,25,8,3,21,38,17,17,9,8,47,83,64,0,Matches,691,607,80,30,0,12,8,50,0,0,0,0,540,4,11,5,0,0,27,19,2,8,47,21,0,1,0,87,37,41,47.4
Erick Cabaco,uy URU,DF,Levante,22,1995,11.6,232,324,71.6,4950,2263,71,82,86.6,123,144,85.4,34,87,39.1,0,0.0,0.1,0.0,1,15,1,0,22,25,70.0,21,4,0,14,20,6,10,8,2,17,42,71,2,Matches,324,282,42,42,1,7,0,0,0,0,0,0,232,0,4,5,0,0,13,12,0,0,17,14,1,0,0,45,19,13,59.4
Gustavo Cabral,ar ARG,DF,Celta Vigo,31,1985,21.0,1134,1283,88.4,23771,7263,289,315,91.7,662,700,94.6,169,241,70.1,1,0.3,0.2,+0.7,2,36,0,0,40,29,36.8,14,15,0,14,38,24,22,11,11,43,72,106,2,Matches,1283,1243,37,35,0,2,0,2,0,0,0,0,1134,3,3,5,0,0,14,4,2,0,43,21,0,1,0,109,56,36,60.9
Leandro Cabrera,uy URU,DF,Getafe,26,1991,8.0,151,297,50.8,3269,1970,55,72,76.4,60,105,57.1,34,105,32.4,0,0.3,0.2,-0.3,2,29,7,3,32,19,41.2,12,7,0,7,17,10,9,5,4,22,41,37,0,Matches,297,215,80,11,0,8,12,69,0,0,0,0,151,2,9,3,0,0,14,2,1,12,22,10,0,0,0,39,20,14,58.8
Cala,es ESP,DF,Getafe,27,1989,20.0,414,655,63.2,11752,4979,76,100,76.0,168,243,69.1,163,297,54.9,2,0.7,0.9,+1.3,6,44,0,0,42,21,48.1,16,5,0,13,27,14,21,10,11,39,60,124,0,Matches,655,576,77,75,0,40,1,2,0,0,0,0,414,2,1,9,0,0,28,23,2,1,39,14,0,1,0,94,55,32,63.2
Carlos Calderón,es ESP,MF,Getafe,22,1995,0.0,2,2,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,1,0,0,Matches,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0
Jonathan Calleri,ar ARG,FW,Las Palmas,23,1993,34.5,464,748,62.0,6581,1358,259,371,69.8,127,207,61.4,31,73,42.5,3,2.8,2.7,+0.2,27,32,15,1,64,24,17.4,5,10,9,4,23,19,15,2,13,7,31,35,0,Matches,748,644,98,3,1,12,30,2,0,0,0,0,464,6,21,7,0,0,73,75,39,30,7,16,1,1,0,84,105,132,44.3
Víctor Camarasa,es ESP,MF,Betis,23,1994,13.9,549,637,86.2,9190,1736,271,304,89.1,209,228,91.7,51,65,78.5,0,1.5,1.1,-1.5,14,59,4,2,68,20,23.1,8,10,2,3,13,10,8,0,8,15,35,13,0,Matches,637,626,8,6,1,17,4,0,2,0,0,0,549,3,15,1,0,0,19,31,2,4,15,15,0,0,1,72,10,12,45.5
José Campaña,es ESP,MF,Levante,24,1993,30.4,1352,1693,79.9,23878,7904,643,734,87.6,512,606,84.5,158,259,61.0,4,4.7,2.8,-0.7,49,157,34,8,232,57,32.8,25,27,5,19,58,39,31,10,21,45,102,37,0,Matches,1693,1549,138,60,5,34,113,4,74,28,29,5,1352,6,34,9,1,1,32,31,1,113,45,36,0,0,0,210,30,37,44.8
Joel Campbell,cr CRC,"MF,FW",Betis,25,1992,2.4,80,94,85.1,1151,326,52,55,94.5,21,26,80.8,5,10,50.0,1,0.5,0.2,+0.5,5,5,5,0,16,6,50.0,3,3,0,3,6,3,2,0,2,0,6,0,0,Matches,94,92,1,0,0,2,3,1,0,0,0,0,80,1,0,1,0,0,3,13,0,3,0,2,0,0,0,8,0,3,0.0
Sergio Canales,es ESP,"MF,FW",Real Sociedad,26,1991,21.4,1050,1334,78.7,17549,4452,545,597,91.3,333,412,80.8,129,235,54.9,5,6.0,6.0,-1.0,57,99,40,10,138,30,28.1,6,18,6,9,32,23,25,0,25,11,41,3,0,Matches,1334,1156,174,56,6,19,153,11,101,40,47,0,1050,4,34,4,0,0,23,29,0,153,11,24,1,0,0,116,2,13,13.3
João Cancelo,pt POR,MF,Valencia,23,1994,1.0,28,47,59.6,397,146,20,28,71.4,4,9,44.4,3,5,60.0,0,0.4,0.5,-0.4,5,3,3,0,6,1,100.0,0,1,0,1,1,0,1,0,1,2,3,0,0,Matches,47,46,1,0,1,0,5,1,0,0,0,0,28,0,3,0,0,0,4,2,0,5,2,1,0,0,0,5,1,0,100.0
Ander Capa,es ESP,DF,Eibar,25,1992,25.0,1062,1492,71.2,18906,7912,513,604,84.9,408,543,75.1,123,251,49.0,1,1.5,2.1,-0.5,14,95,26,14,143,57,65.8,34,14,9,25,38,13,21,2,19,52,109,50,1,Matches,1492,1131,350,23,3,2,95,327,0,0,0,0,1062,11,62,4,0,0,34,9,6,95,52,38,0,0,0,114,28,12,70.0
Lionel Carole,fr FRA,DF,Sevilla,26,1991,6.0,294,360,81.7,4718,1743,156,174,89.7,118,137,86.1,19,38,50.0,1,0.1,0.2,+0.9,3,17,4,1,24,12,71.4,7,5,0,5,7,2,6,3,3,6,18,29,0,Matches,360,299,58,3,0,0,8,55,0,0,0,0,294,3,6,0,0,0,4,6,0,8,6,6,0,0,0,37,7,11,38.9
Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,23,1993,10.0,247,333,74.2,3236,760,154,181,85.1,70,92,76.1,7,24,29.2,4,2.6,1.5,+1.4,17,18,7,3,29,17,37.5,7,5,5,3,8,5,9,0,9,4,21,3,0,Matches,333,301,26,8,3,0,24,11,6,1,1,0,247,6,15,3,0,0,13,8,2,24,4,13,0,0,0,53,0,9,0.0
Daniel Carriço,pt POR,DF,Sevilla,28,1988,5.1,214,249,85.9,4265,1725,78,84,92.9,103,115,89.6,31,45,68.9,0,0.2,0.1,-0.2,2,13,0,0,16,7,57.1,6,1,0,4,7,3,6,3,3,10,17,22,0,Matches,249,242,7,7,0,2,0,0,0,0,0,0,214,0,3,1,0,0,5,0,0,0,10,7,0,0,0,35,12,11,52.2
Federico Cartabia,ar ARG,"FW,MF",La Coruña,24,1993,14.7,451,596,75.7,7541,1892,235,280,83.9,161,205,78.5,42,73,57.5,1,1.6,2.1,-0.6,23,29,19,5,78,37,36.7,15,15,7,11,30,19,15,0,15,18,55,10,0,Matches,596,544,49,12,3,10,47,21,16,4,4,0,451,3,16,6,0,0,23,47,4,47,18,23,1,0,0,93,4,25,13.8
Dani Carvajal,es ESP,DF,Real Madrid,25,1992,24.7,1595,1898,84.0,25751,7152,888,982,90.4,538,627,85.8,132,201,65.7,2,4.2,3.4,-2.2,36,109,42,22,150,59,57.9,27,22,10,22,38,16,33,15,18,38,97,42,2,Matches,1898,1628,261,31,4,20,91,230,0,0,0,0,1595,9,40,11,1,0,48,32,3,91,38,40,0,2,0,155,19,27,41.3
Casemiro,br BRA,MF,Real Madrid,25,1992,28.8,1545,1762,87.7,28541,7974,701,759,92.4,595,666,89.3,209,260,80.4,3,2.7,2.3,+0.3,23,155,13,2,145,109,50.0,64,39,6,42,84,42,56,11,45,63,172,49,3,Matches,1762,1704,48,47,3,47,6,1,0,0,0,0,1545,10,21,8,0,0,59,72,2,6,63,78,0,0,0,242,59,37,61.5
Kiko Casilla,es ESP,GK,Real Madrid,30,1986,10.0,211,268,78.7,5988,4168,23,23,100.0,112,115,97.4,75,128,58.6,0,0.0,0.0,0.0,0,1,0,0,0,1,100.0,1,0,0,1,1,0,0,0,0,2,3,6,2,Matches,268,175,92,20,0,1,0,0,0,0,0,0,211,1,0,0,0,0,0,0,0,0,2,0,0,0,0,16,2,0,100.0
Dani Castellano,es ESP,DF,Las Palmas,29,1987,22.5,831,1079,77.0,12247,4996,474,537,88.3,291,385,75.6,38,89,42.7,2,0.7,0.6,+1.3,9,52,8,5,55,46,52.1,29,16,1,25,48,23,28,7,21,42,88,64,1,Matches,1079,853,223,27,0,4,39,196,0,0,0,0,831,3,26,5,0,0,17,30,4,39,42,29,0,0,0,109,26,26,50.0
Javi Castellano,es ESP,MF,Las Palmas,29,1987,17.4,971,1085,89.5,15593,4532,520,568,91.5,355,380,93.4,74,93,79.6,0,0.1,0.2,-0.1,3,52,1,0,60,47,54.1,20,25,2,20,37,17,23,6,17,38,85,16,1,Matches,1085,1034,51,47,0,6,3,4,0,0,0,0,971,0,10,4,0,0,14,26,0,3,38,27,0,1,0,91,27,30,47.4
Samu Castillejo,es ESP,"MF,FW",Villarreal,22,1995,23.0,763,996,76.6,13006,3436,380,434,87.6,277,338,82.0,81,156,51.9,5,4.4,4.0,+0.6,43,58,32,8,111,41,21.0,22,10,9,13,62,49,39,5,34,22,63,37,0,Matches,996,875,111,34,7,15,97,4,73,32,13,0,763,10,26,4,0,0,42,66,7,97,22,28,2,0,0,121,15,41,26.8
Chory Castro,uy URU,"MF,FW",Málaga,32,1984,22.9,672,1013,66.3,11487,3929,368,438,84.0,187,294,63.6,88,187,47.1,2,2.5,2.6,-0.5,32,74,30,16,100,37,34.4,15,14,8,11,32,21,21,2,19,23,60,13,0,Matches,1013,889,111,32,2,18,133,45,33,8,16,1,672,13,37,5,1,1,23,28,3,133,23,24,0,0,0,162,21,19,52.5
Jonny Castro,es ESP,DF,Celta Vigo,23,1994,35.6,1744,2114,82.5,28020,9276,933,1032,90.4,653,788,82.9,128,199,64.3,1,1.6,2.9,-0.6,22,120,29,8,162,102,47.3,60,31,11,43,91,48,48,8,40,93,195,92,1,Matches,2114,1739,361,54,5,19,51,307,0,0,0,0,1744,14,37,10,0,0,50,37,1,51,93,78,1,1,0,213,35,33,51.5
Rubén Castro,es ESP,FW,Betis,36,1981,4.0,49,59,83.1,694,132,26,29,89.7,13,14,92.9,4,5,80.0,1,0.6,0.2,+0.4,2,2,0,0,6,1,,0,0,1,0,0,0,0,0,0,0,1,2,0,Matches,59,51,8,0,2,0,0,1,0,0,0,0,49,0,3,0,0,0,1,5,6,0,0,1,0,0,0,10,1,4,20.0
Dani Ceballos,es ESP,MF,Real Madrid,20,1996,4.5,353,380,92.9,5443,1220,195,205,95.1,102,107,95.3,36,42,85.7,0,0.2,0.5,-0.2,4,33,2,0,38,8,25.0,3,2,3,4,16,12,6,0,6,5,13,1,0,Matches,380,362,17,8,1,3,2,4,3,0,1,0,353,1,4,0,0,0,7,15,0,2,5,7,0,0,0,26,0,1,0.0
Emanuel Cecchini,ar ARG,"MF,DF",Málaga,20,1996,0.3,13,16,81.3,183,52,11,11,100.0,0,0,,2,2,100.0,0,0.0,0.0,0.0,0,3,0,0,3,3,66.7,2,1,0,2,3,1,0,0,0,2,5,2,0,Matches,16,16,0,0,0,0,0,0,0,0,0,0,13,0,2,2,0,0,2,0,0,0,2,1,0,0,0,2,0,1,0.0
Nereo Champagne,ar ARG,GK,Leganés,32,1985,2.0,32,58,55.2,1424,1353,1,1,100.0,5,5,100.0,26,51,51.0,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,Matches,58,29,28,9,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Charles,br BRA,FW,Eibar,33,1984,17.6,286,424,67.5,3687,672,182,257,70.8,66,103,64.1,11,14,78.6,1,1.7,1.3,-0.7,17,22,6,0,32,11,12.5,2,5,4,1,8,7,7,0,7,7,18,10,0,Matches,424,391,31,0,0,1,7,2,0,0,0,0,286,2,11,5,1,0,42,29,11,7,7,8,1,0,0,54,71,68,51.1
Chema,es ESP,DF,Levante,25,1992,22.4,535,693,77.2,11905,4783,143,160,89.4,273,309,88.3,111,209,53.1,1,0.9,0.2,+0.1,4,36,3,0,49,20,50.0,14,6,0,9,18,9,43,27,16,30,50,110,1,Matches,693,650,41,41,0,10,0,0,0,0,0,0,535,2,1,7,1,0,21,13,2,0,30,13,0,1,1,93,29,21,58.0
Denis Cheryshev,ru RUS,"MF,FW",Villarreal,26,1990,10.3,224,334,67.1,3582,1127,120,149,80.5,83,126,65.9,15,32,46.9,1,3.5,1.5,-2.5,17,21,15,6,38,27,26.1,12,10,5,6,23,17,18,1,17,13,40,10,0,Matches,334,324,5,1,1,2,27,2,1,0,0,0,224,5,10,2,0,0,21,14,5,27,13,16,1,0,0,50,12,16,42.9
Leandro Chichizola,ar ARG,GK,Las Palmas,27,1990,27.0,807,1142,70.7,23394,17039,125,127,98.4,386,394,98.0,295,614,48.0,0,0.0,0.0,0.0,1,9,0,0,0,2,33.3,2,0,0,2,6,4,0,0,0,4,6,29,3,Matches,1142,809,328,98,0,3,0,0,0,0,0,0,807,5,1,2,0,0,0,6,0,0,4,0,0,0,0,38,12,2,85.7
Chuca,es ESP,MF,Villarreal,20,1997,1.0,35,54,64.8,656,126,18,24,75.0,10,16,62.5,6,12,50.0,0,0.0,0.0,0.0,1,4,0,0,5,1,33.3,1,0,0,1,3,2,1,1,0,1,2,1,1,Matches,54,46,7,1,1,2,8,0,6,2,3,0,35,1,0,1,0,0,3,2,0,8,1,0,0,0,0,1,0,1,0.0
Cifu,es ESP,DF,Málaga,26,1990,1.2,65,85,76.5,902,372,43,49,87.8,18,23,78.3,3,6,50.0,0,0.1,0.7,-0.1,2,5,4,3,6,2,20.0,0,1,1,1,5,4,1,1,0,2,4,2,0,Matches,85,66,19,1,0,0,12,18,0,0,0,0,65,0,7,0,0,0,4,2,0,12,2,1,0,0,0,3,1,2,33.3
Jasper Cillessen,nl NED,GK,Barcelona,28,1989,1.0,25,31,80.6,605,330,4,4,100.0,14,14,100.0,7,13,53.8,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,31,21,10,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Coke,es ESP,DF,Levante,30,1987,15.4,543,748,72.6,8503,3984,306,352,86.9,181,251,72.1,44,96,45.8,0,0.4,0.6,-0.4,11,43,15,5,67,35,46.2,26,7,2,18,39,21,17,5,12,34,69,46,0,Matches,748,589,155,7,0,2,36,148,0,0,0,0,543,4,21,5,1,1,27,12,4,36,34,23,0,0,0,91,23,20,53.5
Emre Çolak,tr TUR,MF,La Coruña,26,1991,16.1,683,881,77.5,11741,3873,357,407,87.7,209,256,81.6,91,160,56.9,1,4.0,4.1,-3.0,38,109,33,6,144,24,25.0,4,14,6,7,28,21,7,1,6,7,31,5,1,Matches,881,805,69,24,9,20,70,12,30,15,11,0,683,7,20,4,0,0,20,24,2,70,7,19,0,0,0,110,1,16,5.9
Francis Coquelin,fr FRA,"MF,DF",Valencia,26,1991,7.3,256,310,82.6,4423,1405,126,140,90.0,91,109,83.5,29,41,70.7,0,0.1,0.1,-0.1,2,33,1,0,28,18,56.3,11,6,1,9,16,7,9,2,7,20,38,23,0,Matches,310,296,9,8,0,8,1,1,0,0,0,0,256,5,4,2,0,0,13,7,1,1,20,14,0,0,0,60,20,6,76.9
Sébastien Corchia,fr FRA,DF,Sevilla,26,1990,9.1,305,397,76.8,4441,1789,191,212,90.1,91,134,67.9,15,36,41.7,1,0.5,0.6,+0.5,5,18,6,5,25,18,56.3,7,8,3,9,16,7,18,4,14,16,34,20,0,Matches,397,315,81,6,0,2,23,75,0,0,0,0,305,1,6,4,0,0,20,22,3,23,16,13,0,1,0,32,11,3,78.6
Iñigo Córdoba,es ESP,FW,Athletic Club,20,1997,16.2,348,540,64.4,5509,1591,191,245,78.0,111,162,68.5,33,75,44.0,1,1.9,2.0,-0.9,16,37,22,9,65,44,27.6,18,21,5,16,58,42,31,0,31,21,65,9,0,Matches,540,527,10,5,2,3,70,5,0,0,0,0,348,3,33,3,0,0,20,35,5,70,21,30,0,0,0,115,16,36,30.8
Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,22,1995,25.0,633,891,71.0,8092,2206,411,499,82.4,148,212,69.8,27,63,42.9,4,2.7,2.4,+1.3,29,44,26,4,85,41,14.0,12,16,13,8,57,49,30,1,29,25,66,17,0,Matches,891,873,8,0,10,8,30,1,3,0,0,0,633,10,34,4,1,1,47,49,6,30,25,29,0,0,0,168,6,30,16.7
Joaquín Correa,ar ARG,FW,Sevilla,22,1994,13.3,397,486,81.7,5850,1469,234,266,88.0,112,136,82.4,28,32,87.5,1,2.0,1.5,-1.0,23,24,19,0,50,15,27.6,7,6,2,8,29,21,15,1,14,2,17,12,0,Matches,486,455,23,6,2,5,7,11,2,0,0,0,397,8,14,5,0,0,26,43,5,7,2,10,1,0,0,65,12,15,44.4
Diego Costa,es ESP,FW,Atlético Madrid,28,1988,11.6,237,316,75.0,2810,422,157,193,81.3,44,55,80.0,8,13,61.5,3,2.4,1.3,+0.6,13,11,9,1,16,17,26.7,2,10,5,4,15,11,14,4,10,5,22,3,0,Matches,316,311,4,0,3,2,2,0,0,0,0,0,237,1,16,7,1,1,22,19,19,2,5,11,1,0,0,26,25,33,43.1
Jaume Costa,es ESP,DF,Villarreal,29,1988,28.2,1262,1583,79.7,20464,8096,673,745,90.3,476,596,79.9,97,185,52.4,0,1.7,2.3,-1.7,31,115,31,10,129,67,64.7,39,22,6,33,51,18,30,8,22,46,113,97,0,Matches,1583,1350,225,16,1,6,67,208,1,0,0,0,1262,8,22,14,1,1,54,37,0,67,46,43,1,3,0,122,33,39,45.8
Philippe Coutinho,br BRA,"MF,FW",Barcelona,25,1992,14.4,728,877,83.0,9986,2462,429,470,91.3,192,224,85.7,44,83,53.0,5,4.2,5.0,+0.8,29,62,29,2,99,27,28.1,8,14,5,9,32,23,14,0,14,6,33,4,0,Matches,877,802,70,11,10,6,51,7,52,28,9,0,728,5,18,1,0,0,12,32,8,51,6,14,0,0,0,70,5,6,45.5
Juan Cruz,es ESP,FW,Málaga,17,2000,0.1,3,3,100.0,25,9,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,,0,2,0,0,0,0,0,0,0,0,2,0,0,Matches,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,
Iván Cuéllar,es ESP,GK,Leganés,33,1984,35.0,503,1126,44.7,22645,20523,21,21,100.0,122,126,96.8,360,967,37.2,0,0.1,0.1,-0.1,2,42,0,0,0,4,75.0,4,0,0,3,4,1,0,0,0,3,7,22,6,Matches,1126,684,433,175,0,1,0,0,0,0,0,0,503,9,2,4,0,0,0,7,0,0,3,3,0,0,0,33,11,4,73.3
Sergi Darder,es ESP,MF,Espanyol,23,1993,30.9,1213,1506,80.5,21560,7141,574,646,88.9,448,539,83.1,154,235,65.5,2,2.4,2.5,-0.4,28,162,15,3,191,64,30.6,29,28,7,19,62,43,31,5,26,52,116,48,1,Matches,1506,1415,83,54,7,26,46,6,23,6,14,0,1213,8,27,7,0,0,36,31,0,46,52,43,0,0,0,187,16,21,43.2
Salem Al-Dawsari,sa KSA,MF,Villarreal,25,1991,0.4,15,17,88.2,221,36,10,10,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,1,100.0,0,1,0,1,1,0,1,0,1,0,1,0,0,Matches,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1,1,0,0,1,1,1,0,0,0,0,0,0,7,0,0,
Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,20,1997,10.3,391,505,77.4,5835,1462,227,262,86.6,111,145,76.6,33,46,71.7,6,3.7,3.6,+2.3,28,29,27,3,55,10,7.7,2,5,3,1,13,12,8,0,8,5,15,2,0,Matches,505,463,36,4,3,2,45,5,27,1,18,0,391,6,18,2,0,0,10,18,3,45,5,7,0,1,0,37,1,5,16.7
